Player,playerID,pos,GP,minutes,fgMade,fgAttempted,fgPct,threeMade,threeAttempted,threePct,efgPct,ftMade,ftAttempted,ftPct,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,points,allNBA,MVP,DPY
Mirza Teletovic,teletmi01,F,79,21.3,4.2,9.8,0.427,2.3,5.8,0.393,0.544,1.5,2,0.774,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2,12.2,0,0,0
Garrett Temple,templga01,F,80,24.4,2.5,6.3,0.398,1.1,3.2,0.345,0.486,1.1,1.6,0.728,0.5,2.2,2.7,1.8,0.9,0.2,0.8,2.4,7.3,0,0,0
Jason Terry,terryja01,G,72,17.5,2.1,5.2,0.402,1.3,3.6,0.356,0.525,0.4,0.5,0.818,0.2,0.9,1.1,1.4,0.7,0.1,0.7,1.3,5.9,0,0,0
Isaiah Thomas,thomais02,G,82,32.2,7.2,16.9,0.428,2,5.7,0.359,0.488,5.8,6.6,0.871,0.6,2.4,3,6.2,1.1,0.1,2.7,2,22.2,0,0,0
Lance Thomas,thomala01,F,59,22.3,2.9,6.5,0.442,0.7,1.8,0.404,0.5,1.7,2,0.857,0.6,1.6,2.2,0.9,0.4,0.1,1,1.8,8.2,0,0,0
Hollis Thompson,thompho01,G,77,28,3.5,8.8,0.397,1.9,5.1,0.38,0.507,0.9,1.2,0.719,0.7,2.8,3.5,1.3,0.5,0.3,1,2.4,9.8,0,0,0
Jason Thompson,thompja02,C,47,10,1.1,2.3,0.481,0.1,0.3,0.333,0.505,0.8,1.1,0.704,0.7,2.2,2.9,0.6,0.3,0.4,0.3,1.7,3.1,0,0,0
Klay Thompson,thompkl01,G,80,33.3,8.1,17.3,0.47,3.5,8.1,0.425,0.569,2.4,2.8,0.873,0.4,3.4,3.8,2.1,0.8,0.6,1.7,1.9,22.1,1,0,0
Tristan Thompson,thomptr01,F,82,27.7,3,5.1,0.588,0,0,,0.588,1.8,3,0.616,3.3,5.7,9,0.8,0.5,0.6,0.7,2.5,7.8,0,0,0
Marcus Thornton,thornma01,G,61,18.2,3.5,8.9,0.399,1.5,4.4,0.337,0.482,1.1,1.3,0.848,0.6,1.8,2.5,1.4,0.8,0.1,0.8,1.5,9.7,0,0,0
Anthony Tolliver,tollian01,F,72,18.6,1.8,4.6,0.386,1.4,3.8,0.36,0.533,0.4,0.7,0.617,0.5,2.6,3.2,0.7,0.4,0.2,0.4,1.2,5.3,0,0,0
Axel Toupane,toupaax01,F,21,14.5,1.2,3.3,0.357,0.6,1.9,0.325,0.45,0.6,0.8,0.765,0.4,1.1,1.5,0.7,0.3,0.3,0.3,1.9,3.6,0,0,0
Karl-Anthony Towns,townska01,C,82,32,7.6,14.1,0.542,0.4,1.1,0.341,0.555,2.7,3.4,0.811,2.8,7.7,10.5,2,0.7,1.7,2.2,3,18.3,0,0,0
P.J. Tucker,tuckepj01,F,82,31,2.9,7.1,0.411,0.8,2.5,0.33,0.469,1.3,1.7,0.746,2,4.2,6.2,2.2,1.3,0.2,1.4,2.5,8,0,0,0
Evan Turner,turneev01,G,81,28,4.2,9.3,0.456,0.2,1,0.241,0.469,1.8,2.2,0.827,0.6,4.3,4.9,4.4,1,0.3,2.1,1.7,10.5,0,0,0
Myles Turner,turnemy01,C,60,22.8,4.4,8.8,0.498,0.1,0.2,0.214,0.501,1.5,2,0.727,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,10.3,0,0,0
Beno Udrih,udrihbe01,G,44,16.1,2,4.5,0.434,0.3,1,0.341,0.472,0.4,0.5,0.9,0.2,1.5,1.6,2.6,0.3,0,1.2,1.2,4.7,0,0,0
Jonas Valanciunas,valanjo01,C,60,26,5.1,8.9,0.565,0,0,,0.565,2.7,3.6,0.761,3.1,6.1,9.1,0.7,0.4,1.3,1.4,2.6,12.8,0,0,0
Anderson Varejao,varejan01,C,53,9.4,1,2.3,0.427,0,0,0,0.427,0.6,0.9,0.64,0.7,2,2.7,0.7,0.3,0.2,0.4,1.3,2.6,0,0,0
Greivis Vasquez,vasqugr01,G,23,20,2,6,0.326,0.8,3.2,0.247,0.391,1,1.1,0.846,0.2,1.8,2,4,0.4,0,1.7,1.8,5.7,0,0,0
Rashad Vaughn,vaughra01,G,70,14.3,1.2,3.8,0.305,0.6,2.1,0.293,0.385,0.2,0.2,0.8,0.2,1.1,1.3,0.6,0.4,0.2,0.4,1,3.1,0,0,0
Charlie Villanueva,villach01,F,62,10.7,2,5.3,0.382,0.8,2.8,0.273,0.454,0.4,0.4,0.917,0.4,2.1,2.5,0.4,0.3,0.2,0.5,1.1,5.1,0,0,0
Noah Vonleh,vonleno01,F,78,15.1,1.5,3.6,0.421,0.1,0.6,0.239,0.441,0.5,0.7,0.745,1.2,2.7,3.9,0.4,0.3,0.3,0.6,1.9,3.6,0,0,0
Nikola Vucevic,vucevni01,C,65,31.3,8.2,16.1,0.51,0,0.1,0.222,0.511,1.7,2.3,0.753,2.7,6.2,8.9,2.8,0.8,1.1,1.9,2.7,18.2,0,0,0
Sasha Vujacic,vujacsa01,G,61,14.9,1.7,4.5,0.383,0.9,2.3,0.364,0.477,0.5,0.6,0.821,0.4,2,2.4,1.4,0.6,0.1,0.7,1.4,4.9,0,0,0
Dwyane Wade,wadedw01,G,74,30.5,7.3,16,0.456,0.1,0.6,0.159,0.459,4.4,5.5,0.793,1.1,3,4.1,4.6,1.1,0.6,2.7,1.6,19,0,0,0
Dion Waiters,waitedi01,G,78,27.6,3.6,9.1,0.399,1.1,3.1,0.358,0.46,1.4,2,0.713,0.5,2.1,2.6,2,1,0.2,1.5,1.8,9.8,0,0,0
Kemba Walker,walkeke02,G,81,35.6,7,16.4,0.427,2.2,6,0.371,0.495,4.6,5.4,0.847,0.7,3.7,4.4,5.2,1.6,0.5,2.1,1.4,20.9,0,0,0
John Wall,walljo01,G,77,36.2,7.4,17.5,0.424,1.5,4.3,0.351,0.467,3.5,4.5,0.791,0.5,4.4,4.9,10.2,1.9,0.8,4.1,2.1,19.9,0,0,0
T.J. Warren,warretj01,F,47,22.8,4.7,9.4,0.501,0.6,1.5,0.4,0.533,1,1.4,0.703,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2,11,0,0,0
C.J. Watson,watsocj01,G,33,19.9,1.4,4.2,0.343,0.4,1.5,0.292,0.394,1,1.2,0.872,0.3,1.7,2,2.7,0.6,0.2,0.8,1.5,4.3,0,0,0
Briante Weber,weberbr01,G,7,24.1,2,5.6,0.359,0,0.7,0,0.359,0.4,0.6,0.75,1.1,2.4,3.6,3,1.3,0.4,1.3,1.7,4.4,0,0,0
Sonny Weems,weemsso01,G,43,11.6,1,2.6,0.382,0.3,1,0.366,0.45,0.2,0.3,0.533,0.2,1.1,1.2,1.1,0.2,0,1,1.1,2.5,0,0,0
David West,westda01,F,78,18,3.1,5.7,0.545,0,0.1,0.429,0.548,0.8,1,0.788,0.9,3,4,1.8,0.6,0.7,0.9,1.8,7.1,0,0,0
Russell Westbrook,westbru01,G,80,34.4,8.2,18.1,0.454,1.3,4.3,0.296,0.489,5.8,7.2,0.812,1.8,6,7.8,10.4,2,0.3,4.3,2.5,23.5,1,0,0
Hassan Whiteside,whiteha01,C,73,29.1,5.7,9.3,0.606,0,0,,0.606,2.9,4.5,0.65,3.3,8.6,11.8,0.4,0.6,3.7,1.9,2.8,14.2,0,0,0
Shayne Whittington,whittsh01,F,7,5.9,0.7,1.6,0.455,0,0.3,0,0.455,0.1,0.3,0.5,0.7,1,1.7,0.4,0.1,0.1,0.7,1,1.6,0,0,0
Andrew Wiggins,wiggian01,F,81,35.1,7.3,16,0.459,0.7,2.3,0.3,0.481,5.3,7,0.761,1.3,2.3,3.6,2,1,0.6,2.2,2,20.7,0,0,0
C.J. Wilcox,wilcocj01,G,23,7.3,1.1,2.9,0.394,0.4,1,0.391,0.462,0.4,0.5,0.75,0,0.5,0.5,0.4,0.4,0.1,0.1,0.7,3,0,0,0
Alan Williams,willial03,F,10,6.8,1,2.4,0.417,0,0,,0.417,0.9,1.4,0.643,1.4,2.4,3.8,0.5,0.4,0.5,0.6,1.5,2.9,0,0,0
Deron Williams,willide01,G,65,32.4,4.9,11.9,0.414,1.5,4.3,0.344,0.477,2.8,3.2,0.869,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,14.1,0,0,0
Derrick Williams,willide02,F,80,17.9,3.2,7.1,0.45,0.6,1.9,0.293,0.488,2.4,3.2,0.758,0.6,3.1,3.7,0.9,0.4,0.1,0.8,0.9,9.3,0,0,0
Elliot Williams,williel01,G,5,9,0.4,2,0.2,0.2,0.8,0.25,0.25,0.6,0.8,0.75,0.2,0.6,0.8,0.8,0,0,0.2,0.4,1.6,0,0,0
Lou Williams,willilo02,G,67,28.5,4.2,10.3,0.408,1.6,4.8,0.344,0.488,5.3,6.3,0.83,0.5,2.1,2.5,2.5,0.9,0.3,1.6,1.6,15.3,0,0,0
Marvin Williams,willima02,F,81,28.9,4.2,9.2,0.452,1.9,4.7,0.402,0.554,1.5,1.8,0.833,1.6,4.9,6.4,1.4,0.7,1,0.8,1.6,11.7,0,0,0
Mo Williams,willima01,G,41,18.2,3.2,7.4,0.437,0.9,2.5,0.353,0.497,0.9,1,0.905,0.1,1.6,1.8,2.4,0.3,0.1,1.4,1.5,8.2,0,0,0
Justise Winslow,winslju01,F,78,28.6,2.5,5.9,0.422,0.4,1.5,0.276,0.457,1,1.5,0.684,1,4.1,5.2,1.5,0.9,0.3,1.2,2.4,6.4,0,0,0
Jeff Withey,witheje01,C,51,12.9,1.7,3.2,0.537,0,0,0,0.537,0.8,1.2,0.729,1.1,2.3,3.4,0.4,0.4,1,0.5,1.5,4.3,0,0,0
Christian Wood,woodch01,F,17,8.5,1.3,3.1,0.415,0.2,0.6,0.364,0.453,0.8,1.2,0.619,0.8,1.5,2.2,0.2,0.3,0.4,0.1,0.6,3.6,0,0,0
Metta World Peace,artesro01,F,35,16.9,1.6,5.1,0.311,0.7,2.4,0.31,0.384,1.1,1.6,0.702,0.5,2,2.5,0.8,0.6,0.3,0.4,1.9,5,0,0,0
Brandan Wright,wrighbr03,F,12,17.7,2.9,4.3,0.673,0,0,,0.673,1.1,2,0.542,1.2,2.4,3.6,0.5,0.4,1.3,0.8,1.8,6.9,0,0,0
Delon Wright,wrighde01,G,27,8.5,1.3,3,0.45,0.2,0.5,0.385,0.481,1,1.3,0.743,0.3,1.1,1.4,1.1,0.3,0.1,0.6,0.3,3.8,0,0,0
Tony Wroten,wroteto01,G,8,18,2.8,8.1,0.338,0.4,2.1,0.176,0.362,2.5,4.6,0.541,0.3,2.4,2.6,2.5,0.4,0,3.6,1.4,8.4,0,0,0
James Young,youngja01,G,29,6.9,0.4,1.2,0.306,0.2,0.9,0.231,0.389,0,0.1,0.25,0.1,0.8,0.9,0.3,0.2,0,0.2,0.6,1,0,0,0
Joe Young,youngjo01,G,41,9.4,1.5,4.1,0.367,0.2,1.1,0.217,0.396,0.5,0.6,0.8,0.1,1.1,1.2,1.6,0.4,0,0.8,0.7,3.8,0,0,0
Nick Young,youngni01,G,54,19.1,2.3,6.9,0.339,1.4,4.4,0.325,0.442,1.2,1.4,0.829,0.3,1.5,1.8,0.6,0.4,0.1,0.6,0.9,7.3,0,0,0
Thaddeus Young,youngth01,F,73,33,6.8,13.2,0.514,0.1,0.4,0.233,0.518,1.4,2.2,0.644,2.4,6.6,9,1.8,1.5,0.5,1.9,2.5,15.1,0,0,0
Cody Zeller,zelleco01,C,73,24.3,3.2,6,0.529,0,0.1,0.1,0.53,2.4,3.2,0.754,1.9,4.3,6.2,1,0.8,0.9,0.9,2.8,8.7,0,0,0
Tyler Zeller,zellety01,C,60,11.8,2.3,4.8,0.476,0,0,,0.476,1.5,1.8,0.815,1,1.9,3,0.5,0.2,0.4,0.8,1.6,6.1,0,0,0
